"","datasetName","Year","Month","individualCount","vernacularName","geometry"
"2391","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"2392",NA,"2007","10",NA,"squid long finned",c(-69.7969352979692, 43.6831851076876)
"2393",NA,"2006","10",NA,"squid long finned",c(-68.099410479518, 43.9965501097219)
"2394",NA,"2010","10",NA,"squid long finned",c(-70.4939351291029, 43.3077000140814)
"2395",NA,"2019","09",NA,"squid long finned",c(-70.6382029060622, 42.8754825373237)
"2396","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2397","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2398",NA,"2007","10",NA,"squid long finned",c(-69.4460651711139, 43.7732400142386)
"2399","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2400","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"2401",NA,"2013","05",NA,"squid long finned",c(-68.1158850255271, 44.3413850044907)
"2402",NA,"2013","06",NA,"squid long finned",c(-67.3264600848855, 44.6278200063663)
"2403","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"2404","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2405","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2406",NA,"2012","05",NA,"squid long finned",c(-68.1304950089528, 44.2910350043744)
"2407",NA,"2018","05",NA,"squid long finned",c(-67.4916205329722, 44.4940751625672)
"2408","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-67.25, 43.2165)
"2409","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.362667, 44.103833)
"2410",NA,"2014","10",NA,"squid long finned",c(-68.1275751953564, 44.064260018373)
"2411","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.3595, 42.649833)
"2412",NA,"2012","10",NA,"squid long finned",c(-67.3626903114724, 44.5949250896952)
"2413",NA,"2011","10",NA,"squid long finned",c(-70.2821502154816, 43.4270451390608)
"2414",NA,"2006","10",NA,"squid long finned",c(-68.7427499872677, 43.8333951627949)
"2415","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.1405, 43.299667)
"2416","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.460167, 42.1035)
"2417",NA,"2016","10",NA,"squid long finned",c(-68.7863100165003, 43.7685900034773)
"2418",NA,"2019","05",NA,"squid long finned",c(-69.8316904216468, 43.592421271992)
"2419",NA,"2006","10",NA,"squid long finned",c(-70.4761654134436, 43.0932903456448)
"2420",NA,"2013","06",NA,"squid long finned",c(-67.9072095676281, 44.3741750843677)
"2421","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2422","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2423",NA,"2001","10",NA,"squid long finned",c(-69.8034504529613, 43.6568001184735)
"2424",NA,"2018","05",NA,"squid long finned",c(-67.6426805803583, 44.2831453176638)
"2425",NA,"2002","10",NA,"squid long finned",c(-69.8246757140786, 43.5713804525798)
"2426",NA,"2008","10",NA,"squid long finned",c(-68.7829047398246, 43.767840029368)
"2427",NA,"2009","10",NA,"squid long finned",c(-69.0725752555496, 43.8054450269559)
"2428","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2429",NA,"2017","05",NA,"squid long finned",c(-70.1484355881259, 43.2714402790828)
"2430","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2431","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.808, 42.935167)
"2432",NA,"2010","10",NA,"squid long finned",c(-68.536150186465, 44.3539550165217)
"2433","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.9415, 43.014667)
"2434",NA,"2016","10",NA,"squid long finned",c(-69.7134750192143, 43.6342200025504)
"2435","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.0817, 42.2123)
"2436",NA,"2013","05",NA,"squid long finned",c(-70.6410154623811, 42.9115101870676)
"2437","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2438",NA,"2004","10",NA,"squid long finned",c(-70.2867703890904, 43.4265951091319)
"2439",NA,"2016","05",NA,"squid long finned",c(-68.0640894141128, 44.2995403605621)
"2440","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.3595, 42.649833)
"2441",NA,"2009","11",NA,"squid long finned",c(-67.5341094524231, 44.3178403130817)
"2442","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"2443",NA,"2011","10",NA,"squid long finned",c(-69.0388050416088, 44.2219950033411)
"2444","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-64.5193, 42.8787)
"2445","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-67.1053, 44.1427)
"2446","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.9415, 43.014667)
"2447","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2448","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"2449",NA,"2010","10",NA,"squid long finned",c(-70.6850505380544, 42.9022452099713)
"2450","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"2451","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"2452",NA,"2009","10",NA,"squid long finned",c(-70.0845502763467, 43.7561150277133)
"2453","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2454","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.666167, 44.915167)
"2455",NA,"2019","10",NA,"squid long finned",c(-68.2410482043874, 43.9503340447148)
"2456","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.532833, 43.050333)
"2457",NA,"2012","10",NA,"squid long finned",c(-67.5318604044988, 44.3937451700948)
"2458",NA,"2006","10",NA,"squid long finned",c(-70.1296744919117, 43.3338751409758)
"2459","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.128333, 44.551833)
"2460","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.759667, 42.421833)
"2461",NA,"2014","06",NA,"squid long finned",c(-67.1195501775352, 44.6969600422541)
"2462",NA,"2008","11","4",NA,c(-70.10968, 43.08073)
"2463",NA,"2012","10",NA,"squid long finned",c(-69.5005101591857, 43.7711250124258)
"2464",NA,"2012","10",NA,"squid long finned",c(-68.2934604948879, 43.8972901391797)
"2465",NA,"2006","10",NA,"squid long finned",c(-68.2464505643429, 44.0102652287598)
"2466","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.0655, 44.8405)
"2467","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-65.2573, 42.3927)
"2468",NA,"2010","10",NA,"squid long finned",c(-69.915224838734, 43.545375013205)
"2469","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.4585, 43.7315)
"2470",NA,"2017","06",NA,"squid long finned",c(-67.2826454122412, 44.5937753005141)
"2471",NA,"2004","11",NA,"squid long finned",c(-68.0702047473801, 44.2189750774136)
"2472",NA,"2019","05",NA,"squid long finned",c(-67.6518252286968, 44.4337299755436)
"2473","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2474","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2475","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.7895, 42.113667)
"2476",NA,"2016","09",NA,"squid long finned",c(-70.7378603941927, 42.9422051204759)
"2477","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"2478",NA,"2013","10",NA,"squid long finned",c(-68.2729754776199, 44.0368402576414)
"2479","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2480","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.445667, 43.4265)
"2481","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.154667, 42.514667)
"2482",NA,"2007","10",NA,"squid long finned",c(-68.4608295255672, 44.2786751980159)
"2483","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.3595, 42.649833)
"2484",NA,"2015","10",NA,"squid long finned",c(-69.551189993195, 43.7272750018496)
"2485",NA,"2015","10",NA,"squid long finned",c(-67.7490805811192, 44.1967152994148)
"2486",NA,"2008","06",NA,"squid long finned",c(-67.5378605466405, 44.4307151396782)
"2487","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2488",NA,"2008","11",NA,"squid long finned",c(-67.4258353907091, 44.4968703524054)
"2489",NA,"2003","10",NA,"squid long finned",c(-69.9409148874742, 43.7070801283994)
"2490","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2491","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2492",NA,"2013","10",NA,"squid long finned",c(-69.0611148789623, 43.8593800090242)
"2493",NA,"2016","05",NA,"squid long finned",c(-70.3078854958981, 43.1122001511591)
"2494","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"2495",NA,"2006","10",NA,"squid long finned",c(-68.9348604204725, 44.1690600747679)
"2496","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2497",NA,"2013","09",NA,"squid long finned",c(-70.6478651926873, 42.9113601896702)
"2498",NA,"2008","11","1",NA,c(-69.94756, 42.7347)
"2499","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"2500",NA,"2012","10",NA,"squid long finned",c(-69.6993499207714, 43.7881600060536)
"2501","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.0675, 42.2015)
"2502","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.495833, 42.607333)
"2503","MARITIMES SPRING RESEARCH VESSEL SURVEY","2020","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.426, 42.6985)
"2504","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2505",NA,"2006","05",NA,"squid long finned",c(-69.4083897633176, 43.844615023439)
"2506","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2507","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2508",NA,"2013","10",NA,"squid long finned",c(-69.7136250825597, 43.6315450062518)
"2509",NA,"2006","10",NA,"squid long finned",c(-68.3956195451229, 44.0576601491215)
"2510",NA,"2015","10",NA,"squid long finned",c(-70.2260008531985, 43.5118650630658)
"2511","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"2512",NA,"2009","10",NA,"squid long finned",c(-69.5120350480286, 43.6908500036164)
"2513",NA,"2013","09",NA,"squid long finned",c(-70.1296745427877, 43.4018501860422)
"2514","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2515",NA,"2013","05",NA,"squid long finned",c(-68.1336499793629, 44.2355500041698)
"2516",NA,"2011","06",NA,"squid long finned",c(-67.3894919318061, 44.505591844365)
"2517","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"2518","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.445667, 43.4265)
"2519",NA,"2014","10",NA,"squid long finned",c(-67.8194504435429, 44.1874002775743)
"2520",NA,"2012","10",NA,"squid long finned",c(-69.8686797790648, 43.6671600235834)
"2521",NA,"2006","10",NA,"squid long finned",c(-69.9509345694078, 43.5682501060211)
"2522","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.238333, 42.610667)
"2523",NA,"2016","10",NA,"squid long finned",c(-68.7923496251256, 44.1581251035417)
"2524","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2525","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.6125, 42.588833)
"2526","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2527","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"2528",NA,"2007","05",NA,"squid long finned",c(-68.5528798772837, 43.9934900090804)
"2529","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2530",NA,"2008","10",NA,"squid long finned",c(-70.1266094966488, 43.3980851670039)
"2531","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2532",NA,"2012","05",NA,"squid long finned",c(-68.7560047480402, 44.1419150281574)
"2533",NA,"2009","10",NA,"squid long finned",c(-68.5855497647779, 43.9283850259073)
"2534",NA,"2017","10",NA,"squid long finned",c(-69.0324502802603, 44.0714150639113)
"2535",NA,"2016","05",NA,"squid long finned",c(-70.2041202013406, 43.5034600640481)
"2536","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2537","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-65.2383, 42.6107)
"2538",NA,"2010","10",NA,"squid long finned",c(-70.4150004901047, 42.9629502603332)
"2539","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"2540",NA,"2001","09",NA,"squid long finned",c(-70.754150323128, 42.9290000808274)
"2541","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2542","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2543",NA,"2004","10",NA,"squid long finned",c(-70.4618354385936, 43.0440851048666)
"2544","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.3595, 42.649833)
"2545","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"2546",NA,"2019","10",NA,"squid long finned",c(-68.9864720014943, 44.2291234528455)
"2547",NA,"2015","10",NA,"squid long finned",c(-68.0063649588753, 44.1788500041588)
"2548","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.4958, 42.6073)
"2549",NA,"2011","10",NA,"squid long finned",c(-70.3465702789843, 43.5088750363848)
"2550",NA,"2011","06",NA,"squid long finned",c(-67.2950004504369, 44.5874920229754)
"2551","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2552",NA,"2010","11",NA,"squid long finned",c(-67.6239603052631, 44.330700163106)
"2553","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2554","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.478333, 42.220667)
"2555",NA,"2007","10",NA,"squid long finned",c(-68.6023450686149, 43.9405200054783)
"2556",NA,"2009","10",NA,"squid long finned",c(-69.699404887518, 43.7698100103882)
"2557",NA,"2000","04","5",NA,c(-67.40133, 42.97183)
"2558",NA,"2009","10",NA,"squid long finned",c(-69.8069503700697, 43.5740901034934)
"2559","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-64.8455, 43.3435)
"2560",NA,"2000","11",NA,"squid long finned",c(-70.6017505287639, 42.9481002129149)
"2561","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","08",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.385167, 42.296333)
"2562",NA,"2011","05",NA,"squid long finned",c(-67.8654504846876, 44.3135836327714)
"2563",NA,"2011","10",NA,"squid long finned",c(-68.4682801236479, 44.3296750124536)
"2564",NA,"2010","10",NA,"squid long finned",c(-69.136235347027, 43.5649350494596)
"2565",NA,"2004","10",NA,"squid long finned",c(-70.0027004286578, 43.5056151739587)
"2566","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2567",NA,"2011","05",NA,"squid long finned",c(-68.6400578428068, 43.7464501329075)
"2568","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.287833, 42.803833)
"2569",NA,"2016","05",NA,"squid long finned",c(-68.5422101156018, 44.0358850086121)
"2570",NA,"2016","05",NA,"squid long finned",c(-68.1311105900322, 44.1341352619626)
"2571","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2572","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2573",NA,"2000","11",NA,"squid long finned",c(-68.2562994514687, 44.1390001871036)
"2574","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-64.8455, 43.3435)
"2575","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.822, 42.497)
"2576",NA,"2014","10",NA,"squid long finned",c(-69.4933248749831, 43.7933150093852)
"2577",NA,"2012","05",NA,"squid long finned",c(-68.4852304872709, 43.925195186624)
"2578","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.7895, 42.113667)
"2579","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.743667, 43.437)
"2580","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6435, 42.648)
"2581","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.362667, 44.103833)
"2582","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2583",NA,"2003","04","1",NA,c(-68.96425, 42.72386)
"2584",NA,"2005","11","17",NA,c(-70.1123, 42.43375)
"2585","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2586",NA,"2016","10",NA,"squid long finned",c(-69.6464149729195, 43.7968900044355)
"2587",NA,"2009","10",NA,"squid long finned",c(-69.4373495246931, 43.7558351277099)
"2588",NA,"2016","09",NA,"squid long finned",c(-70.6548104648849, 42.9488951942172)
"2589",NA,"2000","11",NA,"squid long finned",c(-69.1119001884122, 43.842150015566)
"2590",NA,"2013","06",NA,"squid long finned",c(-67.6601405111058, 44.2606752353825)
"2591",NA,"2012","05",NA,"squid long finned",c(-69.0270502715424, 44.1957350295006)
"2592",NA,"2008","10",NA,"squid long finned",c(-69.0044953885988, 44.2520450656173)
"2593",NA,"2002","10","5",NA,c(-70.6195, 42.86417)
"2594",NA,"2010","10",NA,"squid long finned",c(-69.74995011014, 43.6414600082378)
"2595","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.743667, 43.437)
"2596","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"2597",NA,"2013","05",NA,"squid long finned",c(-68.0228156833283, 44.1205251819563)
"2598","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.478333, 42.220667)
"2599",NA,"2012","05",NA,"squid long finned",c(-69.5003650040212, 43.7730750041809)
"2600","MARITIMES SPRING RESEARCH VESSEL SURVEY","2020","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.426, 42.6985)
"2601",NA,"2013","05",NA,"squid long finned",c(-69.8411852344139, 43.5825450758073)
"2602","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2603","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2604",NA,"2016","09",NA,"squid long finned",c(-70.4984002404567, 43.0720301069799)
"2605","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2606",NA,"2008","10",NA,"squid long finned",c(-70.442005402637, 43.1705651040324)
"2607",NA,"2008","10",NA,"squid long finned",c(-69.9616052663849, 43.66606504503)
"2608","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.902833, 42.718167)
"2609","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2610",NA,"2014","10",NA,"squid long finned",c(-70.5102504294148, 43.2402002045909)
"2611",NA,"2018","05",NA,"squid long finned",c(-70.116355387549, 43.5123950611431)
"2612","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.288833, 42.686167)
"2613",NA,"2005","10",NA,"squid long finned",c(-69.865670488535, 43.6070851595695)
"2614",NA,"2013","05",NA,"squid long finned",c(-69.7453251884268, 43.7012000161018)
"2615","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2616",NA,"2009","11",NA,"squid long finned",c(-67.9113855660427, 44.2513701937674)
"2617","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2618","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6435, 42.648)
"2619","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
